EstadoNome,Estado,RegiaoMetropolitana,Cidade,lat,lon
Tocantins,TO,Ocidental do Tocantins,Miracema do Tocantins,-9.5683460776,-48.3879913115
Tocantins,TO,Ocidental do Tocantins,Miranorte,-9.5174047311,-48.5926319369
Tocantins,TO,Ocidental do Tocantins,Monte Santo do Tocantins,-10.0055914318,-48.9908906034
Tocantins,TO,Ocidental do Tocantins,Muricilândia,-7.1385192852,-48.606745277
Tocantins,TO,Oriental do Tocantins,Natividade,-11.7053573825,-47.7272575338
Tocantins,TO,Ocidental do Tocantins,Nazaré,-6.3725579693,-47.6669771825
Tocantins,TO,Ocidental do Tocantins,Nova Olinda,-7.6333149107,-48.42480679
Tocantins,TO,Ocidental do Tocantins,Nova Rosalândia,-10.5668711393,-48.9061807245
Tocantins,TO,Oriental do Tocantins,Novo Alegre,-12.9099386744,-46.5772973537
Tocantins,TO,Oriental do Tocantins,Novo Jardim,-11.8158750501,-46.6307872959
Tocantins,TO,Ocidental do Tocantins,Oliveira de Fátima,-10.7083627091,-48.9074015689
Tocantins,TO,Oriental do Tocantins,Palmas,-10.1632533268,-48.3510437082
Tocantins,TO,Ocidental do Tocantins,Palmeirante,-7.8575613761,-47.934249709
Tocantins,TO,Ocidental do Tocantins,Palmeiras do Tocantins,-6.6118623346,-47.5586835263
Tocantins,TO,Ocidental do Tocantins,Palmeirópolis,-13.0398884337,-48.4134139552
Tocantins,TO,Ocidental do Tocantins,Paraíso do Tocantins,-10.171220755,-48.886630084
Tocantins,TO,Oriental do Tocantins,Paranã,-12.6204814887,-47.8840837284
Tocantins,TO,Ocidental do Tocantins,Pau D'Arco,-7.5399983557,-49.363306481
Tocantins,TO,Oriental do Tocantins,Pedro Afonso,-8.9644495924,-48.1775561127
Tocantins,TO,Ocidental do Tocantins,Peixe,-12.0297738309,-48.5378106263
Tocantins,TO,Ocidental do Tocantins,Pequizeiro,-8.5933406544,-48.9351798669
Tocantins,TO,Oriental do Tocantins,Pindorama do Tocantins,-11.1382025847,-47.5756877173
Tocantins,TO,Ocidental do Tocantins,Piraquê,-6.7697770334,-48.2937073911
Tocantins,TO,Ocidental do Tocantins,Pium,-10.4409311179,-49.1666580116
Tocantins,TO,Oriental do Tocantins,Ponte Alta do Bom Jesus,-12.0878129084,-46.4695867924
Tocantins,TO,Oriental do Tocantins,Ponte Alta do Tocantins,-10.7406728487,-47.5411803583
Tocantins,TO,Oriental do Tocantins,Porto Nacional,-10.708569917,-48.4121534584
Tocantins,TO,Ocidental do Tocantins,Praia Norte,-5.3967128774,-47.8147317333
Tocantins,TO,Ocidental do Tocantins,Presidente Kennedy,-8.5299608276,-48.5043306701
Tocantins,TO,Ocidental do Tocantins,Pugmil,-10.4243071562,-48.8942204488
Tocantins,TO,Ocidental do Tocantins,Riachinho,-6.4422113877,-48.141045502
Tocantins,TO,Oriental do Tocantins,Rio da Conceição,-11.4049400239,-46.8803997046
Tocantins,TO,Ocidental do Tocantins,Rio dos Bois,-9.3437422387,-48.5330479716
Tocantins,TO,Ocidental do Tocantins,Sandolândia,-12.5416001675,-49.9333881543
Tocantins,TO,Ocidental do Tocantins,Santa Fé do Araguaia,-7.149936385,-48.6939418034
Tocantins,TO,Oriental do Tocantins,Santa Maria do Tocantins,-8.7749764493,-47.7452704192
Tocantins,TO,Ocidental do Tocantins,Santa Rita do Tocantins,-10.8664553694,-48.9092940074
Tocantins,TO,Oriental do Tocantins,Santa Rosa do Tocantins,-11.4514039985,-48.1199542218
Tocantins,TO,Oriental do Tocantins,Santa Tereza do Tocantins,-10.2823615278,-47.8062883215
Tocantins,TO,Ocidental do Tocantins,Santa Terezinha do Tocantins,-6.4369976184,-47.684285363
Tocantins,TO,Ocidental do Tocantins,São Bento do Tocantins,-6.0449992572,-47.9193922871
Tocantins,TO,Oriental do Tocantins,São Félix do Tocantins,-10.173285854,-46.654980831
Tocantins,TO,Ocidental do Tocantins,São Salvador do Tocantins,-12.7474334145,-48.2320849917
Tocantins,TO,Ocidental do Tocantins,São Sebastião do Tocantins,-5.2589614537,-48.203834149
Tocantins,TO,Oriental do Tocantins,São Valério,-11.9730674595,-48.2329484334
Tocantins,TO,Oriental do Tocantins,Silvanópolis,-11.1498613086,-48.1798241355
Tocantins,TO,Ocidental do Tocantins,Sítio Novo do Tocantins,-5.6047268567,-47.6374226505
Tocantins,TO,Ocidental do Tocantins,Sucupira,-11.9862215109,-48.9111262827
Tocantins,TO,Ocidental do Tocantins,Tabocão,-9.0589653011,-48.517426421
Tocantins,TO,Oriental do Tocantins,Taguatinga,-12.3961417387,-46.4387317009
Tocantins,TO,Oriental do Tocantins,Taipas do Tocantins,-12.1928372091,-46.9845717959
Tocantins,TO,Ocidental do Tocantins,Talismã,-12.7875384069,-49.0911184339
Tocantins,TO,Oriental do Tocantins,Tocantínia,-9.558147734,-48.3758796714
Tocantins,TO,Ocidental do Tocantins,Tupirama,-8.9805695494,-48.2066848031
Tocantins,TO,Ocidental do Tocantins,Tupiratins,-8.395529997,-48.1229957409
Tocantins,TO,Ocidental do Tocantins,Wanderlândia,-6.850125517,-47.95626773
Tocantins,TO,Ocidental do Tocantins,Xambioá,-6.41188502,-48.53160107
Maranhão,MA,Leste Maranhense,Afonso Cunha,-4.1350154769,-43.320869004
Maranhão,MA,Leste Maranhense,Água Doce do Maranhão,-2.8402782791,-42.1155512017
Maranhão,MA,Norte Maranhense,Alcântara,-2.4032765251,-44.4170125373
Maranhão,MA,Leste Maranhense,Aldeias Altas,-4.6307794952,-43.4687348529
Maranhão,MA,Oeste Maranhense,Altamira do Maranhão,-4.1622692669,-45.4646758312
Maranhão,MA,Leste Maranhense,Alto Alegre do Maranhão,-4.207227,-44.4482474945
Maranhão,MA,Oeste Maranhense,Alto Alegre do Pindaré,-3.6651703745,-45.8420796162
Maranhão,MA,Sul Maranhense,Alto Parnaíba,-9.1083659322,-45.9273440133
Maranhão,MA,Oeste Maranhense,Amapá do Maranhão,-1.6809214951,-46.0091799004
Maranhão,MA,Oeste Maranhense,Amarante do Maranhão,-5.5576620002,-46.7506375455
Maranhão,MA,Norte Maranhense,Anajatuba,-3.2575548421,-44.6206700278
Maranhão,MA,Leste Maranhense,Anapurus,-3.6670346623,-43.1057925097
Maranhão,MA,Norte Maranhense,Apicum-Açu,-1.5305915778,-45.0766520734
Maranhão,MA,Oeste Maranhense,Araguanã,-2.9491256233,-45.6687944761
Maranhão,MA,Leste Maranhense,Araioses,-2.8892558464,-41.8991394499
Maranhão,MA,Centro Maranhense,Arame,-4.886081505,-46.0136362778
Maranhão,MA,Norte Maranhense,Axixá,-2.8377968371,-44.0545858091
Maranhão,MA,Centro Maranhense,Bacabal,-4.2315246298,-44.7815559641
Maranhão,MA,Norte Maranhense,Bacabeira,-2.9858247788,-44.3154229866
Maranhão,MA,Norte Maranhense,Bacuri,-1.7240463185,-45.1373489396
Maranhão,MA,Norte Maranhense,Bacurituba,-2.7108719765,-44.7357420062
Maranhão,MA,Sul Maranhense,Balsas,-7.5311699902,-46.0389926733
Maranhão,MA,Leste Maranhense,Barão de Grajaú,-6.7589552056,-43.0264526994
Maranhão,MA,Centro Maranhense,Barra do Corda,-5.5083395,-45.2390110161
Maranhão,MA,Norte Maranhense,Barreirinhas,-2.7500859488,-42.8278025132
Maranhão,MA,Norte Maranhense,Bela Vista do Maranhão,-3.7377332499,-45.2482458782
Maranhão,MA,Leste Maranhense,Belágua,-3.1567722275,-43.5100616427
Maranhão,MA,Sul Maranhense,Benedito Leite,-7.2187997954,-44.559856799
Maranhão,MA,Norte Maranhense,Bequimão,-2.4620629951,-44.7857301569
Maranhão,MA,Oeste Maranhense,Bom Jardim,-3.5441609779,-45.6018893891
Maranhão,MA,Oeste Maranhense,Bom Jesus das Selvas,-4.4899683531,-46.8532412231
Maranhão,MA,Centro Maranhense,Bom Lugar,-4.3755096015,-45.0311078563
Maranhão,MA,Leste Maranhense,Brejo,-3.679178,-42.7508478268
Maranhão,MA,Oeste Maranhense,Brejo de Areia,-4.3306298975,-45.5820952718
Maranhão,MA,Oeste Maranhense,Buriticupu,-4.3259477263,-46.4514953191
Maranhão,MA,Oeste Maranhense,Buritirana,-5.5889151417,-47.0172250932
Maranhão,MA,Norte Maranhense,Cachoeira Grande,-2.9319210391,-44.0596850158
Maranhão,MA,Norte Maranhense,Cajapió,-2.8828822032,-44.6733771646
Maranhão,MA,Norte Maranhense,Cajari,-3.3238688309,-45.007965335
Maranhão,MA,Sul Maranhense,Campestre do Maranhão,-6.1647166458,-47.3676328633
Maranhão,MA,Oeste Maranhense,Cândido Mendes,-1.4538891085,-45.7372683656
Maranhão,MA,Norte Maranhense,Cantanhede,-3.6283643119,-44.3818161358
Maranhão,MA,Leste Maranhense,Capinzal do Norte,-4.7212453888,-44.330436252
Maranhão,MA,Sul Maranhense,Carolina,-7.3307830052,-47.4700918028
Maranhão,MA,Oeste Maranhense,Carutapera,-1.200602,-46.0231508346
Maranhão,MA,Norte Maranhense,Central do Maranhão,-2.1913139076,-44.8318437025
Maranhão,MA,Oeste Maranhense,Centro do Guilherme,-2.4569850818,-46.0399601132
Maranhão,MA,Oeste Maranhense,Centro Novo do Maranhão,-2.1442916986,-46.128408955
Maranhão,MA,Leste Maranhense,Chapadinha,-3.74002452,-43.3611207818
Maranhão,MA,Oeste Maranhense,Cidelândia,-5.1774210472,-47.7842327757
Maranhão,MA,Leste Maranhense,Codó,-4.4513375001,-43.886080235
Maranhão,MA,Leste Maranhense,Coelho Neto,-4.2547375001,-43.0140136155
Maranhão,MA,Leste Maranhense,Colinas,-6.0273655202,-44.2497802305
Maranhão,MA,Norte Maranhense,Conceição do Lago-Açu,-3.8411184579,-44.9030159052
Maranhão,MA,Leste Maranhense,Coroatá,-4.128976,-44.1255992015
Maranhão,MA,Norte Maranhense,Cururupu,-1.8255207812,-44.867761617
Maranhão,MA,Centro Maranhense,Dom Pedro,-5.0384476352,-44.440009911
Maranhão,MA,Leste Maranhense,Duque Bacelar,-4.1478190971,-42.9441802036
Maranhão,MA,Centro Maranhense,Esperantinópolis,-4.8703008975,-44.886068699
Maranhão,MA,Sul Maranhense,Estreito,-6.5680849802,-47.4478829861
Maranhão,MA,Sul Maranhense,Feira Nova do Maranhão,-6.9631355406,-46.687355216
Maranhão,MA,Centro Maranhense,Fernando Falcão,-6.1549784629,-44.9107074022
Maranhão,MA,Centro Maranhense,Formosa da Serra Negra,-6.4353041056,-46.1863570069
Maranhão,MA,Sul Maranhense,Fortaleza dos Nogueiras,-6.9659260875,-46.185557542
Maranhão,MA,Centro Maranhense,Fortuna,-5.7362241325,-44.1606284272
Maranhão,MA,Oeste Maranhense,Godofredo Viana,-1.4098001867,-45.7717548081
Maranhão,MA,Centro Maranhense,Gonçalves Dias,-5.1439555695,-44.3059065359
Maranhão,MA,Centro Maranhense,Governador Archer,-5.0253878239,-44.2757565261
Maranhão,MA,Oeste Maranhense,Governador Edison Lobão,-5.7474117385,-47.368935839
Maranhão,MA,Centro Maranhense,Governador Eugênio Barros,-5.3224910015,-44.246962646
Maranhão,MA,Centro Maranhense,Governador Luiz Rocha,-5.4728646849,-44.0708873355
Maranhão,MA,Oeste Maranhense,Governador Newton Bello,-3.4297047199,-45.674501797
Maranhão,MA,Oeste Maranhense,Governador Nunes Freire,-2.13496236,-45.8814811328
Maranhão,MA,Centro Maranhense,Graça Aranha,-5.4048212131,-44.3357912599
Maranhão,MA,Centro Maranhense,Grajaú,-5.8185484313,-46.142395636
Maranhão,MA,Norte Maranhense,Guimarães,-2.1350771584,-44.5977464563
Maranhão,MA,Norte Maranhense,Humberto de Campos,-2.5912239723,-43.4650921443
Maranhão,MA,Norte Maranhense,Icatu,-2.7748278631,-44.0658484686
Maranhão,MA,Norte Maranhense,Igarapé do Meio,-3.6367085219,-45.1833277022
Maranhão,MA,Centro Maranhense,Igarapé Grande,-4.6608538062,-44.8674033459
Maranhão,MA,Oeste Maranhense,Imperatriz,-5.5265240252,-47.4798108058
Maranhão,MA,Centro Maranhense,Itaipava do Grajaú,-5.1445822618,-45.7926825035
Maranhão,MA,Norte Maranhense,Itapecuru Mirim,-3.3990454801,-44.3542633904
Maranhão,MA,Oeste Maranhense,Itinga do Maranhão,-4.4550039984,-47.5279099638
Maranhão,MA,Leste Maranhense,Jatobá,-5.8196669368,-44.2199147698
Maranhão,MA,Oeste Maranhense,João Lisboa,-5.4536629416,-47.4050361498
Maranhão,MA,Centro Maranhense,Joselândia,-4.9726933289,-44.6991525645
Maranhão,MA,Oeste Maranhense,Junco do Maranhão,-1.8746095975,-46.0707260732
Maranhão,MA,Oeste Maranhense,Lago da Pedra,-4.564744515,-45.1258913559
Maranhão,MA,Centro Maranhense,Lago do Junco,-4.6076432177,-45.0513443921
Maranhão,MA,Centro Maranhense,Lago Verde,-4.0387112953,-44.937635232
Maranhão,MA,Leste Maranhense,Lagoa do Mato,-6.0452772966,-43.5275591166
Maranhão,MA,Oeste Maranhense,Lagoa Grande do Maranhão,-4.9931237371,-45.3906142794
Maranhão,MA,Oeste Maranhense,Lajeado Novo,-6.1916092267,-47.0324475171
Maranhão,MA,Centro Maranhense,Lima Campos,-4.5170459872,-44.4693403292
Maranhão,MA,Sul Maranhense,Loreto,-7.0944541654,-45.1392416375
Maranhão,MA,Oeste Maranhense,Luís Domingues,-1.3254602444,-45.8953319921
Maranhão,MA,Leste Maranhense,Magalhães de Almeida,-3.3966676742,-42.2015066914
Maranhão,MA,Oeste Maranhense,Marajá do Sena,-4.6203133241,-45.4572376526
Maranhão,MA,Oeste Maranhense,Maranhãozinho,-2.2356169921,-45.8556114549
Maranhão,MA,Leste Maranhense,Mata Roma,-3.6190455099,-43.1203894236
Maranhão,MA,Norte Maranhense,Matinha,-3.09840003,-45.0364289401
Maranhão,MA,Leste Maranhense,Matões,-5.5224650194,-43.2012082829
Maranhão,MA,Norte Maranhense,Matões do Norte,-3.6275187802,-44.5502445069
Maranhão,MA,Leste Maranhense,Milagres do Maranhão,-3.5822066414,-42.6107528325
Maranhão,MA,Leste Maranhense,Mirador,-6.3775656954,-44.3626097939
Maranhão,MA,Norte Maranhense,Miranda do Norte,-3.5626447744,-44.5842756917
Maranhão,MA,Norte Maranhense,Mirinzal,-2.0642241916,-44.7857559865
Maranhão,MA,Norte Maranhense,Monção,-3.49393248,-45.2475846706
Maranhão,MA,Oeste Maranhense,Montes Altos,-5.8285625042,-47.070439508
Maranhão,MA,Norte Maranhense,Morros,-2.8614789531,-44.0445445432
Maranhão,MA,Norte Maranhense,Nina Rodrigues,-3.4624642894,-43.9044847603
Maranhão,MA,Sul Maranhense,Nova Colinas,-7.1205660036,-46.2593252229
Maranhão,MA,Leste Maranhense,Nova Iorque,-6.7332033058,-44.0486267271
Maranhão,MA,Oeste Maranhense,Nova Olinda do Maranhão,-2.7998865441,-45.7045360408
Maranhão,MA,Centro Maranhense,Olho d'Água das Cunhãs,-4.1372759298,-45.1195796205
Maranhão,MA,Norte Maranhense,Olinda Nova do Maranhão,-2.9974776154,-45.0032353745
Maranhão,MA,Norte Maranhense,Paço do Lumiar,-2.528063,-44.0986923548
Maranhão,MA,Norte Maranhense,Palmeirândia,-2.6477742783,-44.9044638923
Maranhão,MA,Leste Maranhense,Paraibano,-6.4318254141,-43.9857620488
Maranhão,MA,Leste Maranhense,Parnarama,-5.6844671764,-43.0904013535
Maranhão,MA,Leste Maranhense,Passagem Franca,-6.1739944256,-43.7817452259
Maranhão,MA,Leste Maranhense,Pastos Bons,-6.6040277321,-44.0886025134
Maranhão,MA,Norte Maranhense,Paulino Neves,-2.7182059898,-42.5454239809
Maranhão,MA,Oeste Maranhense,Paulo Ramos,-4.4479567659,-45.2399800047
Maranhão,MA,Centro Maranhense,Pedreiras,-4.5693506881,-44.6037348763
Maranhão,MA,Norte Maranhense,Pedro do Rosário,-2.9681146727,-45.3464537341
Maranhão,MA,Norte Maranhense,Penalva,-3.2932333178,-45.1764616888
Maranhão,MA,Norte Maranhense,Peri Mirim,-2.5730546485,-44.8502907001
Maranhão,MA,Leste Maranhense,Peritoró,-4.3702251177,-44.3258535239
Maranhão,MA,Oeste Maranhense,Pindaré-Mirim,-3.6055005749,-45.3468679178
Maranhão,MA,Norte Maranhense,Pinheiro,-2.5227405,-45.0839266013
Maranhão,MA,Centro Maranhense,Pio XII,-3.8875875301,-45.1699603887
Maranhão,MA,Norte Maranhense,Pirapemas,-3.7253290661,-44.2282808838
Maranhão,MA,Centro Maranhense,Poção de Pedras,-4.7500252112,-44.9515514003
Maranhão,MA,Sul Maranhense,Porto Franco,-6.3541818639,-47.3821649019
Maranhão,MA,Norte Maranhense,Porto Rico do Maranhão,-1.8572232148,-44.5837478896
Maranhão,MA,Centro Maranhense,Presidente Dutra,-5.2823742578,-44.4929188624
Maranhão,MA,Norte Maranhense,Presidente Juscelino,-2.9282292461,-44.0767794214
Maranhão,MA,Oeste Maranhense,Presidente Médici,-2.3836640465,-45.8207086476
Maranhão,MA,Norte Maranhense,Presidente Vargas,-3.4020115222,-44.0334018673
Maranhão,MA,Norte Maranhense,Primeira Cruz,-2.510583172,-43.4424433047
Maranhão,MA,Norte Maranhense,Raposa,-2.4150749026,-44.1025161642
Maranhão,MA,Sul Maranhense,Riachão,-7.3645650002,-46.6233501429
Maranhão,MA,Norte Maranhense,Rosário,-2.941543035,-44.2475185953
Maranhão,MA,Sul Maranhense,Sambaíba,-7.1383508975,-45.344203198
Maranhão,MA,Centro Maranhense,Santa Filomena do Maranhão,-5.4997668067,-44.5637140401
Maranhão,MA,Norte Maranhense,Santa Helena,-2.2345325089,-45.3051611932
Maranhão,MA,Oeste Maranhense,Santa Inês,-3.65857452,-45.3782724523
Maranhão,MA,Oeste Maranhense,Santa Luzia,-3.968391465,-45.6650117249
Maranhão,MA,Oeste Maranhense,Santa Luzia do Paruá,-2.5461614748,-45.7764615616
Maranhão,MA,Leste Maranhense,Santa Quitéria do Maranhão,-3.4984849951,-42.5628730097
Maranhão,MA,Norte Maranhense,Santa Rita,-3.1341167657,-44.3199480819
Maranhão,MA,Norte Maranhense,Santo Amaro do Maranhão,-2.502721199,-43.2552849422
Maranhão,MA,Centro Maranhense,Santo Antônio dos Lopes,-4.8738195756,-44.3614474338
Maranhão,MA,Leste Maranhense,São Benedito do Rio Preto,-3.3327660037,-43.5299918702
Maranhão,MA,Norte Maranhense,São Bento,-2.6970075,-44.8283451799
Maranhão,MA,Leste Maranhense,São Bernardo,-3.3654365101,-42.4230096609
Maranhão,MA,Sul Maranhense,São Domingos do Azeitão,-6.8044250098,-44.6504239103
Maranhão,MA,Centro Maranhense,São Domingos do Maranhão,-5.5656420002,-44.3928792569
Maranhão,MA,Sul Maranhense,São Félix de Balsas,-7.0846851542,-44.8114476615
Maranhão,MA,Oeste Maranhense,São Francisco do Brejão,-5.1302007872,-47.3911373986
Maranhão,MA,Leste Maranhense,São Francisco do Maranhão,-6.2527979167,-42.8653217276
Maranhão,MA,Norte Maranhense,São João Batista,-2.9533329125,-44.8117618531
Maranhão,MA,Oeste Maranhense,São João do Carú,-3.5608034069,-46.2549254827
Maranhão,MA,Sul Maranhense,São João do Paraíso,-6.4662222864,-47.0506104205
Maranhão,MA,Leste Maranhense,São João do Soter,-5.1157392644,-43.8181817951
Maranhão,MA,Leste Maranhense,São João dos Patos,-6.4982081521,-43.7029101658
Maranhão,MA,Norte Maranhense,São José de Ribamar,-2.55585852,-44.0575481151
Maranhão,MA,Centro Maranhense,São José dos Basílios,-5.0486872452,-44.5824465176
Maranhão,MA,Norte Maranhense,São Luís,-2.5318859851,-44.2979185642
Maranhão,MA,Centro Maranhense,São Mateus do Maranhão,-4.0345505101,-44.4685628111
Maranhão,MA,Oeste Maranhense,São Pedro da Água Branca,-5.0889109974,-48.4236235936
Maranhão,MA,Sul Maranhense,São Pedro dos Crentes,-6.8285556408,-46.5325803474
Maranhão,MA,Sul Maranhense,São Raimundo das Mangabeiras,-7.0269626572,-45.4848314302
Maranhão,MA,Centro Maranhense,São Raimundo do Doca Bezerra,-5.1031818449,-45.0841627903
Maranhão,MA,Norte Maranhense,São Vicente Ferrer,-2.8907310644,-44.8869045766
Maranhão,MA,Centro Maranhense,Satubinha,-4.0357354948,-45.2336295762
Maranhão,MA,Centro Maranhense,Senador Alexandre Costa,-5.2610765444,-44.0563015064
Maranhão,MA,Norte Maranhense,Serrano do Maranhão,-1.8526455417,-45.1146408497
Maranhão,MA,Centro Maranhense,Sítio Novo,-5.8706298913,-46.6949833407
Maranhão,MA,Leste Maranhense,Sucupira do Norte,-6.4782844476,-44.1886027052
Maranhão,MA,Leste Maranhense,Sucupira do Riachão,-6.4201084051,-43.5458533208
Maranhão,MA,Leste Maranhense,Timbiras,-4.253840505,-43.9384339738
Maranhão,MA,Leste Maranhense,Timon,-5.1006811101,-42.8337278989
Maranhão,MA,Centro Maranhense,Trizidela do Vale,-4.5701268566,-44.6106851966
Maranhão,MA,Oeste Maranhense,Tufilândia,-3.6764041184,-45.6339164757
Maranhão,MA,Centro Maranhense,Tuntum,-5.24965554,-44.6490121517
Maranhão,MA,Oeste Maranhense,Turilândia,-2.228833525,-45.306765312
Maranhão,MA,Norte Maranhense,Tutóia,-2.7635501969,-42.2768472077
Maranhão,MA,Leste Maranhense,Urbano Santos,-3.2084094996,-43.4042484724
Maranhão,MA,Norte Maranhense,Vargem Grande,-3.5418960001,-43.9166644902
Maranhão,MA,Norte Maranhense,Viana,-3.2145625131,-45.0013066953
Maranhão,MA,Oeste Maranhense,Vila Nova dos Martírios,-5.1835115192,-48.1389264826
Maranhão,MA,Norte Maranhense,Vitória do Mearim,-3.4820473645,-44.8695722406
Maranhão,MA,Oeste Maranhense,Zé Doca,-3.2754805,-45.6576978606
Piauí,PI,Sudeste Piauiense,Acauã,-8.2207866629,-41.0836378172
Piauí,PI,Centro-Norte Piauiense,Agricolândia,-5.7955019354,-42.6591831974
Piauí,PI,Centro-Norte Piauiense,Água Branca,-5.8932663379,-42.63513086
Piauí,PI,Sudeste Piauiense,Alagoinha do Piauí,-7.0081752801,-40.9346348169
Piauí,PI,Sudeste Piauiense,Alegrete do Piauí,-7.2453494663,-40.8578629896
Piauí,PI,Centro-Norte Piauiense,Alto Longá,-5.2509930114,-42.2103219622
Piauí,PI,Centro-Norte Piauiense,Amarante,-6.2466107722,-42.853692823
Piauí,PI,Centro-Norte Piauiense,Angical do Piauí,-6.0872416921,-42.7438657484
Piauí,PI,Sudoeste Piauiense,Anísio de Abreu,-9.1749185309,-43.0348533321
Piauí,PI,Sudoeste Piauiense,Antônio Almeida,-7.219355834,-44.19653532
Piauí,PI,Centro-Norte Piauiense,Aroazes,-6.1128502563,-41.7974533388
Piauí,PI,Sudeste Piauiense,Aroeiras do Itaim,-7.278745465,-41.5632044183
Piauí,PI,Centro-Norte Piauiense,Arraial,-6.6508270275,-42.5365666247
Piauí,PI,Centro-Norte Piauiense,Assunção do Piauí,-5.8649144945,-41.0508299965
Piauí,PI,Sudoeste Piauiense,Avelino Lopes,-10.1347450128,-43.9415101418
Piauí,PI,Sudoeste Piauiense,Baixa Grande do Ribeiro,-7.8533519592,-45.2128152926
Piauí,PI,Centro-Norte Piauiense,Barra D'Alcântara,-6.5188730723,-42.1050020826
Piauí,PI,Norte Piauiense,Barras,-4.2430933543,-42.2953398573
Piauí,PI,Sudoeste Piauiense,Barreiras do Piauí,-9.9212468267,-45.4777877055
Piauí,PI,Centro-Norte Piauiense,Barro Duro,-5.8123597078,-42.5133778221
Piauí,PI,Norte Piauiense,Batalha,-4.0204123358,-42.075218732
Piauí,PI,Sudeste Piauiense,Bela Vista do Piauí,-7.9721853196,-41.871379644
Piauí,PI,Sudeste Piauiense,Belém do Piauí,-7.3701396155,-40.9703021907
Piauí,PI,Centro-Norte Piauiense,Beneditinos,-5.4476028602,-42.3706167025
Piauí,PI,Sudoeste Piauiense,Bertolínia,-7.6286247631,-43.9543877391
Piauí,PI,Sudeste Piauiense,Betânia do Piauí,-8.1456655773,-40.7966219288
Piauí,PI,Norte Piauiense,Boa Hora,-4.4090096058,-42.1252957359
Piauí,PI,Sudeste Piauiense,Bocaina,-6.9548423326,-41.3223406827
Piauí,PI,Sudoeste Piauiense,Bom Jesus,-9.0709489837,-44.3605250848
